基金代码,拼音缩写,基金简称,基金类型,拼音全称
015001,GYWLCYGPC,工银物流产业股票C,股票型,GONGYINWULIUCHANYEGUPIAOC
015002,GYSTHJGPC,工银生态环境股票C,股票型,GONGYINSHENGTAIHUANJINGGUPIAOC
015004,ZYNYGXHHXFQA,中邮能源革新混合型发起A,混合型-偏股,ZHONGYOUNENGYUANGEXINHUNHEXINGFAQIA
015005,ZYNYGXHHXFQC,中邮能源革新混合型发起C,混合型-偏股,ZHONGYOUNENGYUANGEXINHUNHEXINGFAQIC
015006,ZOLHDLHHA,中欧量化动力混合A,混合型-偏股,ZHONGOULIANGHUADONGLIHUNHEA
015007,ZOLHDLHHC,中欧量化动力混合C,混合型-偏股,ZHONGOULIANGHUADONGLIHUNHEC
015010,JHJXHHA,嘉合锦鑫混合A,混合型-偏股,JIAHEJINXINHUNHEA
015011,JHJXHHC,嘉合锦鑫混合C,混合型-偏股,JIAHEJINXINHUNHEC
015017,GTRFWYZZHHLOFC,国泰融丰外延增长混合(LOF)C,混合型-灵活,GUOTAIRONGFENGWAIYANZENGZHANGHUNHELOFC
015026,PHZHHHA,鹏华增华混合A,混合型-偏股,PENGHUAZENGHUAHUNHEA
015027,PHZHHHC,鹏华增华混合C,混合型-偏股,PENGHUAZENGHUAHUNHEC
015030,BSYJHBHHA,博时远见回报混合A,混合型-偏股,BOSHIYUANJIANHUIBAOHUNHEA
015031,BSYJHBHHC,博时远见回报混合C,混合型-偏股,BOSHIYUANJIANHUIBAOHUNHEC
015032,GLYYXFHHA,国联医药消费混合A,混合型-偏股,GUOLIANYIYAOXIAOFEIHUNHEA
015033,GLYYXFHHC,国联医药消费混合C,混合型-偏股,GUOLIANYIYAOXIAOFEIHUNHEC
015034,TXYSLHHHA,泰信优势领航混合A,混合型-偏股,TAIXINYOUSHILINGHANGHUNHEA
015035,YHHXDLJXHHA,银华核心动力精选混合A,混合型-偏股,YINHUAHEXINDONGLIJINGXUANHUNHEA
015036,YHHXDLJXHHC,银华核心动力精选混合C,混合型-偏股,YINHUAHEXINDONGLIJINGXUANHUNHEC
015039,CXJLQSHHC,长信金利趋势混合C,混合型-偏股,CHANGXINJINLIQUSHIHUNHEC
015041,XBLDXFHHC,西部利得新富混合C,混合型-灵活,XIBULIDEXINFUHUNHEC
015043,XBLDSDDLHHFQA,西部利得时代动力混合发起A,混合型-偏股,XIBULIDESHIDAIDONGLIHUNHEFAQIA
015044,XBLDSDDLHHFQC,西部利得时代动力混合发起C,混合型-偏股,XIBULIDESHIDAIDONGLIHUNHEFAQIC
015048,JXXNYHYGPC,建信新能源行业股票C,股票型,JIANXINXINNENGYUANHANGYEGUPIAOC
015052,DFHYLSJGPFQA,东方红医疗升级股票发起A,股票型,DONGFANGHONGYILIAOSHENGJIGUPIAOFAQIA
015053,DFHYLSJGPFQC,东方红医疗升级股票发起C,股票型,DONGFANGHONGYILIAOSHENGJIGUPIAOFAQIC
015056,BJBSHH,百嘉百盛混合,混合型-偏股,BAIJIABAISHENGHUNHE
015057,MGHXYXHHC,摩根核心优选混合C,混合型-偏股,MOGENHEXINYOUXUANHUNHEC
015058,HXGDZZHHC,华夏高端制造混合C,混合型-灵活,HUAXIAGAODUANZHIZAOHUNHEC
015059,HXCYSJHHC,华夏产业升级混合C,混合型-偏股,HUAXIACHANYESHENGJIHUNHEC
015060,HXJNHBGPC,华夏节能环保股票C,股票型,HUAXIAJIENENGHUANBAOGUPIAOC
015065,HXLXJKHHC,华夏乐享健康混合C,混合型-灵活,HUAXIALEXIANGJIANKANGHUNHEC
015066,HXYXJKHHC,华夏逸享健康混合C,混合型-偏股,HUAXIAYIXIANGJIANKANGHUNHEC
015071,XYZJTXHHA,鑫元专精特新混合A,混合型-偏股,XINYUANZHUANJINGTEXINHUNHEA
015072,XYZJTXHHC,鑫元专精特新混合C,混合型-偏股,XINYUANZHUANJINGTEXINHUNHEC
015073,HXFXHHC,华夏复兴混合C,混合型-偏股,HUAXIAFUXINGHUNHEC
015074,MGZXDLHHC,摩根转型动力混合C,混合型-灵活,MOGENZHUANXINGDONGLIHUNHEC
015075,MGZYZZGPC,摩根卓越制造股票C,股票型,MOGENZHUOYUEZHIZAOGUPIAOC
015077,MGCZXFHHC,摩根成长先锋混合C,混合型-偏股,MOGENCHENGZHANGXIANFENGHUNHEC
015078,PALHPZHHC,平安灵活配置混合C,混合型-灵活,PINGANLINGHUOPEIZHIHUNHEC
015079,YYCZYHYNCYHHA,永赢成长远航一年持有混合A,混合型-偏股,YONGYINGCHENGZHANGYUANHANGYINIANCHIYOUHUNHEA
015080,YYCZYHYNCYHHC,永赢成长远航一年持有混合C,混合型-偏股,YONGYINGCHENGZHANGYUANHANGYINIANCHIYOUHUNHEC
015092,HAYJCZHHA,汇安远见成长混合A,混合型-偏股,HUIANYUANJIANCHENGZHANGHUNHEA
015093,HAYJCZHHC,汇安远见成长混合C,混合型-偏股,HUIANYUANJIANCHENGZHANGHUNHEC
015094,HS300ZXHHA,华商300智选混合A,混合型-偏股,HUASHANG300ZHIXUANHUNHEA
015095,HS300ZXHHC,华商300智选混合C,混合型-偏股,HUASHANG300ZHIXUANHUNHEC
015096,DCSZJJHHFQSA,东财数字经济混合发起式A,混合型-偏股,DONGCAISHUZIJINGJIHUNHEFAQISHIA
015097,DCSZJJHHFQSC,东财数字经济混合发起式C,混合型-偏股,DONGCAISHUZIJINGJIHUNHEFAQISHIC
015100,HTBRDTJJZXHHA,华泰柏瑞低碳经济智选混合A,混合型-偏股,HUATAIBAIRUIDITANJINGJIZHIXUANHUNHEA
015101,HTBRDTJJZXHHC,华泰柏瑞低碳经济智选混合C,混合型-偏股,HUATAIBAIRUIDITANJINGJIZHIXUANHUNHEC
015102,DFHESGKCXTZHHA,东方红ESG可持续投资混合A,混合型-偏股,DONGFANGHONGESGKECHIXUTOUZIHUNHEA
015103,DFHESGKCXTZHHC,东方红ESG可持续投资混合C,混合型-偏股,DONGFANGHONGESGKECHIXUTOUZIHUNHEC
015104,BDYJHXHHA,博道研究恒选混合A,混合型-偏股,BODAOYANJIUHENGXUANHUNHEA
015105,BDYJHXHHC,博道研究恒选混合C,混合型-偏股,BODAOYANJIUHENGXUANHUNHEC
015110,HSLXYXHHA,惠升领先优选混合A,混合型-偏股,HUISHENGLINGXIANYOUXUANHUNHEA
015111,HSLXYXHHC,惠升领先优选混合C,混合型-偏股,HUISHENGLINGXIANYOUXUANHUNHEC
015114,HTFGDZZGPC,汇添富高端制造股票C,股票型,HUITIANFUGAODUANZHIZAOGUPIAOC
015115,HTFGDZZGPD,汇添富高端制造股票D,股票型,HUITIANFUGAODUANZHIZAOGUPIAOD
015116,HTFDPHXZCHHC,汇添富大盘核心资产混合C,混合型-偏股,HUITIANFUDAPANHEXINZICHANHUNHEC
015117,HTFDPHXZCHHD,汇添富大盘核心资产混合D,混合型-偏股,HUITIANFUDAPANHEXINZICHANHUNHED
015118,HTFHGSDPJZHHC,汇添富沪港深大盘价值混合C,混合型-偏股,HUITIANFUHUGANGSHENDAPANJIAZHIHUNHEC
015119,HTFHGSDPJZHHD,汇添富沪港深大盘价值混合D,混合型-偏股,HUITIANFUHUGANGSHENDAPANJIAZHIHUNHED
015121,HTFYLFWLHPZHHC,汇添富医疗服务灵活配置混合C,混合型-灵活,HUITIANFUYILIAOFUWULINGHUOPEIZHIHUNHEC
015122,HTFYLFWLHPZHHD,汇添富医疗服务灵活配置混合D,混合型-灵活,HUITIANFUYILIAOFUWULINGHUOPEIZHIHUNHED
015123,HTFGQCXGPC,汇添富国企创新股票C,股票型,HUITIANFUGUOQICHUANGXINGUPIAOC
015124,HTFGQCXGPD,汇添富国企创新股票D,股票型,HUITIANFUGUOQICHUANGXINGUPIAOD
015127,CCCYCZHHA,长城产业成长混合A,混合型-偏股,CHANGCHENGCHANYECHENGZHANGHUNHEA
015128,CCCYCZHHC,长城产业成长混合C,混合型-偏股,CHANGCHENGCHANYECHENGZHANGHUNHEC
015135,GYZJTXHHA,工银专精特新混合A,混合型-偏股,GONGYINZHUANJINGTEXINHUNHEA
015136,GYZJTXHHC,工银专精特新混合C,混合型-偏股,GONGYINZHUANJINGTEXINHUNHEC
015137,GFJHZZHHA,国富均衡增长混合A,混合型-偏股,GUOFUJUNHENGZENGZHANGHUNHEA
015138,GFJHZZHHC,国富均衡增长混合C,混合型-偏股,GUOFUJUNHENGZENGZHANGHUNHEC
015139,TKYLJKGPFQA,泰康医疗健康股票发起A,股票型,TAIKANGYILIAOJIANKANGGUPIAOFAQIA
015140,TKYLJKGPFQC,泰康医疗健康股票发起C,股票型,TAIKANGYILIAOJIANKANGGUPIAOFAQIC
015143,ZOZNZZHHA,中欧智能制造混合A,混合型-偏股,ZHONGOUZHINENGZHIZAOHUNHEA
015144,ZOZNZZHHC,中欧智能制造混合C,混合型-偏股,ZHONGOUZHINENGZHIZAOHUNHEC
015145,TTXNY1NCYGPA,同泰新能源1年持有股票A,股票型,TONGTAIXINNENGYUAN1NIANCHIYOUGUPIAOA
015146,TTXNY1NCYGPC,同泰新能源1年持有股票C,股票型,TONGTAIXINNENGYUAN1NIANCHIYOUGUPIAOC
015147,HXXRHHLOFC,华夏兴融混合(LOF)C,混合型-灵活,HUAXIAXINGRONGHUNHELOFC
015150,HYJXYXYNCYHHA,恒越匠心优选一年持有混合A,混合型-偏股,HENGYUEJIANGXINYOUXUANYINIANCHIYOUHUNHEA
015151,HYJXYXYNCYHHC,恒越匠心优选一年持有混合C,混合型-偏股,HENGYUEJIANGXINYOUXUANYINIANCHIYOUHUNHEC
015152,DWJHYSJXHHC,东吴嘉禾优势精选混合C,混合型-灵活,DONGWUJIAHEYOUSHIJINGXUANHUNHEC
015153,DWAXLHHHC,东吴安鑫量化混合C,混合型-灵活,DONGWUANXINLIANGHUAHUNHEC
015154,DWAYLHHHC,东吴安盈量化混合C,混合型-灵活,DONGWUANYINGLIANGHUAHUNHEC
015157,SWLXHYLDGPC,申万菱信行业轮动股票C,股票型,SHENWANLINGXINHANGYELUNDONGGUPIAOC
015158,SWLXJZJXHHC,申万菱信价值精选混合C,混合型-偏股,SHENWANLINGXINJIAZHIJINGXUANHUNHEC
015159,SWLXZNQDGPC,申万菱信智能驱动股票C,股票型,SHENWANLINGXINZHINENGQUDONGGUPIAOC
015170,MGHXCZGPC,摩根核心成长股票C,股票型,MOGENHEXINCHENGZHANGGUPIAOC
015171,SWLXYYXFGPC,申万菱信医药先锋股票C,股票型,SHENWANLINGXINYIYAOXIANFENGGUPIAOC
015172,MGAQZLGPC,摩根安全战略股票C,股票型,MOGENANQUANZHANLUEGUPIAOC
015173,SWLXJZYSHHC,申万菱信竞争优势混合C,混合型-偏股,SHENWANLINGXINJINGZHENGYOUSHIHUNHEC
015174,MGSHPHHHC,摩根双核平衡混合C,混合型-平衡,MOGENSHUANGHEPINGHENGHUNHEC
015179,HTFML30HHC,汇添富美丽30混合C,混合型-偏股,HUITIANFUMEILI30HUNHEC
015180,HTFML30HHD,汇添富美丽30混合D,混合型-偏股,HUITIANFUMEILI30HUNHED
015181,HTFNXTZHHC,汇添富逆向投资混合C,混合型-偏股,HUITIANFUNIXIANGTOUZIHUNHEC
015182,HTFNXTZHHD,汇添富逆向投资混合D,混合型-偏股,HUITIANFUNIXIANGTOUZIHUNHED
015183,HTFWTYLHHC,汇添富文体娱乐混合C,混合型-偏股,HUITIANFUWENTIYULEHUNHEC
015184,HTFWTYLHHD,汇添富文体娱乐混合D,混合型-偏股,HUITIANFUWENTIYULEHUNHED
015187,HTFXFSJHHC,汇添富消费升级混合C,混合型-偏股,HUITIANFUXIAOFEISHENGJIHUNHEC
015188,HTFXFSJHHD,汇添富消费升级混合D,混合型-偏股,HUITIANFUXIAOFEISHENGJIHUNHED
015190,HTFHYZHHHC,汇添富行业整合混合C,混合型-偏股,HUITIANFUHANGYEZHENGHEHUNHEC
015191,HTFHYZHHHD,汇添富行业整合混合D,混合型-偏股,HUITIANFUHANGYEZHENGHEHUNHED
015192,HTFSHZRHHC,汇添富社会责任混合C,混合型-偏股,HUITIANFUSHEHUIZERENHUNHEC
015193,HTFSHZRHHD,汇添富社会责任混合D,混合型-偏股,HUITIANFUSHEHUIZERENHUNHED
015194,HTFXXXFGPC,汇添富新兴消费股票C,股票型,HUITIANFUXINXINGXIAOFEIGUPIAOC
015195,HTFXXXFGPD,汇添富新兴消费股票D,股票型,HUITIANFUXINXINGXIAOFEIGUPIAOD
015196,HTFZNZZGPC,汇添富智能制造股票C,股票型,HUITIANFUZHINENGZHIZAOGUPIAOC
015197,HTFZNZZGPD,汇添富智能制造股票D,股票型,HUITIANFUZHINENGZHIZAOGUPIAOD
015198,HTFYDHLGPC,汇添富移动互联股票C,股票型,HUITIANFUYIDONGHULIANGUPIAOC
015199,HTFYDHLGPD,汇添富移动互联股票D,股票型,HUITIANFUYIDONGHULIANGUPIAOD
015206,ZSAYLHPZHHD,招商安裕灵活配置混合D,混合型-灵活,ZHAOSHANGANYULINGHUOPEIZHIHUNHED
015208,XAJKZGHHC,信澳健康中国混合C,混合型-灵活,XINAOJIANKANGZHONGGUOHUNHEC
015210,QHKYHGSNYHHC,前海开源沪港深农业混合C,混合型-灵活,QIANHAIKAIYUANHUGANGSHENNONGYEHUNHEC
015211,ZSADPH1NCYQHHA,招商安鼎平衡1年持有期混合A,混合型-平衡,ZHAOSHANGANDINGPINGHENG1NIANCHIYOUQIHUNHEA
015212,ZSADPH1NCYQHHC,招商安鼎平衡1年持有期混合C,混合型-平衡,ZHAOSHANGANDINGPINGHENG1NIANCHIYOUQIHUNHEC
015217,PYCZLHHHA,鹏扬成长领航混合A,混合型-偏股,PENGYANGCHENGZHANGLINGHANGHUNHEA
015218,PYCZLHHHC,鹏扬成长领航混合C,混合型-偏股,PENGYANGCHENGZHANGLINGHANGHUNHEC
015219,PYCYZXYNCYHHA,鹏扬产业智选一年持有混合A,混合型-偏股,PENGYANGCHANYEZHIXUANYINIANCHIYOUHUNHEA
015220,PYCYZXYNCYHHC,鹏扬产业智选一年持有混合C,混合型-偏股,PENGYANGCHANYEZHIXUANYINIANCHIYOUHUNHEC
015223,HTFJQCZHHA,汇添富进取成长混合A,混合型-偏股,HUITIANFUJINQUCHENGZHANGHUNHEA
015224,HTFJQCZHHC,汇添富进取成长混合C,混合型-偏股,HUITIANFUJINQUCHENGZHANGHUNHEC
015227,HXCXYXHHA,华夏创新研选混合A,混合型-偏股,HUAXIACHUANGXINYANXUANHUNHEA
015228,HXCXYXHHC,华夏创新研选混合C,混合型-偏股,HUAXIACHUANGXINYANXUANHUNHEC
015229,HXDTJJYNCYHHA,华夏低碳经济一年持有混合A,混合型-偏股,HUAXIADITANJINGJIYINIANCHIYOUHUNHEA
015230,HXDTJJYNCYHHC,华夏低碳经济一年持有混合C,混合型-偏股,HUAXIADITANJINGJIYINIANCHIYOUHUNHEC
015233,YHFYZTHHC,银华富裕主题混合C,混合型-偏股,YINHUAFUYUZHUTIHUNHEC
015245,NHFHHHA,南华丰汇混合A,混合型-偏股,NANHUAFENGHUIHUNHEA
015254,SWLXXFZZHHC,申万菱信消费增长混合C,混合型-偏股,SHENWANLINGXINXIAOFEIZENGZHANGHUNHEC
015271,CTDCLSJHHLOFC,财通多策略升级混合(LOF)C,混合型-灵活,CAITONGDUOCELUESHENGJIHUNHELOFC
015285,GTRYCYZXYNCYHHA,国投瑞银产业转型一年持有混合A,混合型-偏股,GUOTOURUIYINCHANYEZHUANXINGYINIANCHIYOUHUNHEA
015286,GTRYCYZXYNCYHHC,国投瑞银产业转型一年持有混合C,混合型-偏股,GUOTOURUIYINCHANYEZHUANXINGYINIANCHIYOUHUNHEC
015287,YYYZSHHHA,永赢优质生活混合A,混合型-偏股,YONGYINGYOUZHISHENGHUOHUNHEA
015288,YYYZSHHHC,永赢优质生活混合C,混合型-偏股,YONGYINGYOUZHISHENGHUOHUNHEC
015289,GLGGXYXHHA,格林高股息优选混合A,混合型-偏股,GELINGAOGUXIYOUXUANHUNHEA
015290,GLGGXYXHHC,格林高股息优选混合C,混合型-偏股,GELINGAOGUXIYOUXUANHUNHEC
015291,JYSACYZXHHA,金元顺安产业臻选混合A,混合型-偏股,JINYUANSHUNANCHANYEZHENXUANHUNHEA
015292,JYSACYZXHHC,金元顺安产业臻选混合C,混合型-偏股,JINYUANSHUNANCHANYEZHENXUANHUNHEC
015293,JYSDLHYNCYHHA,金鹰时代领航一年持有混合A,混合型-偏股,JINYINGSHIDAILINGHANGYINIANCHIYOUHUNHEA
015294,JYSDLHYNCYHHC,金鹰时代领航一年持有混合C,混合型-偏股,JINYINGSHIDAILINGHANGYINIANCHIYOUHUNHEC
015303,PYFRJZXFYNCYHHA,鹏扬丰融价值先锋一年持有混合A,混合型-偏股,PENGYANGFENGRONGJIAZHIXIANFENGYINIANCHIYOUHUNHEA
015304,PYFRJZXFYNCYHHC,鹏扬丰融价值先锋一年持有混合C,混合型-偏股,PENGYANGFENGRONGJIAZHIXIANFENGYINIANCHIYOUHUNHEC
015305,YHXFHHA,银华鑫峰混合A,混合型-偏股,YINHUAXINFENGHUNHEA
015306,YHXFHHC,银华鑫峰混合C,混合型-偏股,YINHUAXINFENGHUNHEC
015309,GTRYJXLHPZHHE,国投瑞银境煊灵活配置混合E,混合型-灵活,GUOTOURUIYINJINGXUANLINGHUOPEIZHIHUNHEE
015320,CJXXCYHHA,长江新兴产业混合A,混合型-偏股,CHANGJIANGXINXINGCHANYEHUNHEA
015321,CJXXCYHHC,长江新兴产业混合C,混合型-偏股,CHANGJIANGXINXINGCHANYEHUNHEC
015322,GFXXLHPZHHC,广发鑫享灵活配置混合C,混合型-灵活,GUANGFAXINXIANGLINGHUOPEIZHIHUNHEC
015343,CAYSHYHHA,长安优势行业混合A,混合型-偏股,CHANGANYOUSHIHANGYEHUNHEA
015344,CAYSHYHHC,长安优势行业混合C,混合型-偏股,CHANGANYOUSHIHANGYEHUNHEC
015346,MGJKPZSHHHC,摩根健康品质生活混合C,混合型-偏股,MOGENJIANKANGPINZHISHENGHUOHUNHEC
015356,XBLDXRHHC,西部利得新润混合C,混合型-灵活,XIBULIDEXINRUNHUNHEC
015357,MGHXCZHHA,摩根慧享成长混合A,混合型-偏股,MOGENHUIXIANGCHENGZHANGHUNHEA
015358,MGHXCZHHC,摩根慧享成长混合C,混合型-偏股,MOGENHUIXIANGCHENGZHANGHUNHEC
015361,XBLDXYHHC,西部利得新盈混合C,混合型-灵活,XIBULIDEXINYINGHUNHEC
015364,HFJXJZXFGPC,汇丰晋信价值先锋股票C,股票型,HUIFENGJINXINJIAZHIXIANFENGGUPIAOC
015365,ZYDTCLHHC,中银动态策略混合C,混合型-偏股,ZHONGYINDONGTAICELUEHUNHEC
015368,GTHTLHCZYNCYHHFQA,国泰海通领航成长一年持有混合发起A,混合型-偏股,GUOTAIHAITONGLINGHANGCHENGZHANGYINIANCHIYOUHUNHEFAQIA
015369,GTHTLHCZYNCYHHFQC,国泰海通领航成长一年持有混合发起C,混合型-偏股,GUOTAIHAITONGLINGHANGCHENGZHANGYINIANCHIYOUHUNHEFAQIC
015373,ZSZXXXCYHHA,浙商智选新兴产业混合A,混合型-偏股,ZHESHANGZHIXUANXINXINGCHANYEHUNHEA
015374,ZSZXXXCYHHC,浙商智选新兴产业混合C,混合型-偏股,ZHESHANGZHIXUANXINXINGCHANYEHUNHEC
015381,DFXRQSLHHHA,东方兴瑞趋势领航混合A,混合型-偏股,DONGFANGXINGRUIQUSHILINGHANGHUNHEA
015382,DFXRQSLHHHC,东方兴瑞趋势领航混合C,混合型-偏股,DONGFANGXINGRUIQUSHILINGHANGHUNHEC
015383,CCJFHHLOFC,长城久富混合(LOF)C,混合型-偏股,CHANGCHENGJIUFUHUNHELOFC
015384,WJRLHHC,万家瑞隆混合C,混合型-偏股,WANJIARUILONGHUNHEC
015385,HSZNSHLHPZHHC,华商智能生活灵活配置混合C,混合型-灵活,HUASHANGZHINENGSHENGHUOLINGHUOPEIZHIHUNHEC
015386,ZYZTCLHHC,中银主题策略混合C,混合型-偏股,ZHONGYINZHUTICELUEHUNHEC
015389,BYZXDLHHC,宝盈转型动力混合C,混合型-灵活,BAOYINGZHUANXINGDONGLIHUNHEC
015390,WJRXLHPZHHC,万家瑞兴灵活配置混合C,混合型-灵活,WANJIARUIXINGLINGHUOPEIZHIHUNHEC
015394,JYKJCXLHPZHHC,交银科技创新灵活配置混合C,混合型-灵活,JIAOYINKEJICHUANGXINLINGHUOPEIZHIHUNHEC
015395,ZSTYWHXXGPC,招商体育文化休闲股票C,股票型,ZHAOSHANGTIYUWENHUAXIUXIANGUPIAOC
015396,NFQLXLCHHC,南方潜力新蓝筹混合C,混合型-偏股,NANFANGQIANLIXINLANCHOUHUNHEC
015398,ZSARLHPZHHC,招商安润灵活配置混合C,混合型-灵活,ZHAOSHANGANRUNLINGHUOPEIZHIHUNHEC
015400,HYYFZXHHA,弘毅远方甄选混合A,混合型-偏股,HONGYIYUANFANGZHENXUANHUNHEA
015401,HYYFZXHHC,弘毅远方甄选混合C,混合型-偏股,HONGYIYUANFANGZHENXUANHUNHEC
015408,JSCCCZQSGPA,景顺长城成长趋势股票A,股票型,JINGSHUNCHANGCHENGCHENGZHANGQUSHIGUPIAOA
015409,JSCCCZQSGPC,景顺长城成长趋势股票C,股票型,JINGSHUNCHANGCHENGCHENGZHANGQUSHIGUPIAOC
015412,XBLDSZCYHHA,西部利得数字产业混合A,混合型-偏股,XIBULIDESHUZICHANYEHUNHEA
015413,XBLDSZCYHHC,西部利得数字产业混合C,混合型-偏股,XIBULIDESHUZICHANYEHUNHEC
015436,JXYHPZHHC,建信优化配置混合C,混合型-灵活,JIANXINYOUHUAPEIZHIHUNHEC
015440,XAZXXFYNCYQHHA,信澳智选先锋一年持有期混合A,混合型-偏股,XINAOZHIXUANXIANFENGYINIANCHIYOUQIHUNHEA
015441,XAZXXFYNCYQHHC,信澳智选先锋一年持有期混合C,混合型-偏股,XINAOZHIXUANXIANFENGYINIANCHIYOUQIHUNHEC
015450,HTBRDCLHHC,华泰柏瑞多策略混合C,混合型-灵活,HUATAIBAIRUIDUOCELUEHUNHEC
015455,XAZQDLHHC,信澳周期动力混合C,混合型-偏股,XINAOZHOUQIDONGLIHUNHEC
015456,XALXZZHHC,信澳领先增长混合C,混合型-偏股,XINAOLINGXIANZENGZHANGHUNHEC
015458,THZQCLHHC,天弘周期策略混合C,混合型-偏股,TIANHONGZHOUQICELUEHUNHEC
015459,THJXHHC,天弘精选混合C,混合型-灵活,TIANHONGJINGXUANHUNHEC
015460,THYZCZQYC,天弘优质成长企业C,混合型-灵活,TIANHONGYOUZHICHENGZHANGQIYEC
015461,THHLWHHC,天弘互联网混合C,混合型-灵活,TIANHONGHULIANWANGHUNHEC
015462,THYDSHYXHHC,天弘云端生活优选混合C,混合型-灵活,TIANHONGYUNDUANSHENGHUOYOUXUANHUNHEC
015463,THYDJZCZHHC,天弘永定价值成长混合C,混合型-偏股,TIANHONGYONGDINGJIAZHICHENGZHANGHUNHEC
015468,JSNYCYGPC,嘉实农业产业股票C,股票型,JIASHINONGYECHANYEGUPIAOC
015475,THWHXXCYGPC,天弘文化新兴产业股票C,股票型,TIANHONGWENHUAXINXINGCHANYEGUPIAOC
015481,ZORJHHC,中欧睿见混合C,混合型-偏股,ZHONGOURUIJIANHUNHEC
015485,PACLYX1NCYHHA,平安策略优选1年持有混合A,混合型-偏股,PINGANCELUEYOUXUAN1NIANCHIYOUHUNHEA
015486,PACLYX1NCYHHC,平安策略优选1年持有混合C,混合型-偏股,PINGANCELUEYOUXUAN1NIANCHIYOUHUNHEC
015491,BSKCZTLHPZHHLOFC,博时科创主题灵活配置混合(LOF)C,混合型-灵活,BOSHIKECHUANGZHUTILINGHUOPEIZHIHUNHELOFC
015504,HXXXJZYNCYHHFQSA,华夏兴夏价值一年持有混合发起式A,混合型-偏股,HUAXIAXINGXIAJIAZHIYINIANCHIYOUHUNHEFAQISHIA
015505,ZYZJTXYNCYHHA,中邮专精特新一年持有混合A,混合型-偏股,ZHONGYOUZHUANJINGTEXINYINIANCHIYOUHUNHEA
015506,ZYZJTXYNCYHHC,中邮专精特新一年持有混合C,混合型-偏股,ZHONGYOUZHUANJINGTEXINYINIANCHIYOUHUNHEC
015510,PAJZLHHHA,平安价值领航混合A,混合型-偏股,PINGANJIAZHILINGHANGHUNHEA
015511,PAJZLHHHC,平安价值领航混合C,混合型-偏股,PINGANJIAZHILINGHANGHUNHEC
015514,FZFBXC12GYCYHHA,方正富邦鑫诚12个月持有混合A,混合型-偏股,FANGZHENGFUBANGXINCHENG12GEYUECHIYOUHUNHEA
015515,FZFBXC12GYCYHHC,方正富邦鑫诚12个月持有混合C,混合型-偏股,FANGZHENGFUBANGXINCHENG12GEYUECHIYOUHUNHEC
015519,AXYJWJYNCYHHA,安信远见稳进一年持有混合A,混合型-偏股,ANXINYUANJIANWENJINYINIANCHIYOUHUNHEA
015520,AXYJWJYNCYHHC,安信远见稳进一年持有混合C,混合型-偏股,ANXINYUANJIANWENJINYINIANCHIYOUHUNHEC
015521,JXXSYXYNCYHHA,建信兴晟优选一年持有混合A,混合型-偏股,JIANXINXINGSHENGYOUXUANYINIANCHIYOUHUNHEA
015522,JXXSYXYNCYHHC,建信兴晟优选一年持有混合C,混合型-偏股,JIANXINXINGSHENGYOUXUANYINIANCHIYOUHUNHEC
015526,DCDTLHPZCLHHC,大成动态量化配置策略混合C,混合型-灵活,DACHENGDONGTAILIANGHUAPEIZHICELUEHUNHEC
015527,HYYFQCCYSJHHA,弘毅远方汽车产业升级混合A,混合型-偏股,HONGYIYUANFANGQICHECHANYESHENGJIHUNHEA
015528,HYYFQCCYSJHHC,弘毅远方汽车产业升级混合C,混合型-偏股,HONGYIYUANFANGQICHECHANYESHENGJIHUNHEC
015537,HTHTXNYZTJXGPA,红塔红土新能源主题精选股票A,股票型,HONGTAHONGTUXINNENGYUANZHUTIJINGXUANGUPIAOA
015538,HTHTXNYZTJXGPC,红塔红土新能源主题精选股票C,股票型,HONGTAHONGTUXINNENGYUANZHUTIJINGXUANGUPIAOC
015547,HSHXCZYNCYHHA,华商核心成长一年持有混合A,混合型-偏股,HUASHANGHEXINCHENGZHANGYINIANCHIYOUHUNHEA
015548,HSHXCZYNCYHHC,华商核心成长一年持有混合C,混合型-偏股,HUASHANGHEXINCHENGZHANGYINIANCHIYOUHUNHEC
015553,RTJZCZHHA,融通价值成长混合A,混合型-偏股,RONGTONGJIAZHICHENGZHANGHUNHEA
015554,RTJZCZHHC,融通价值成长混合C,混合型-偏股,RONGTONGJIAZHICHENGZHANGHUNHEC
015559,CJQHHHFQSA,长江启航混合发起式A,混合型-偏股,CHANGJIANGQIHANGHUNHEFAQISHIA
015560,CJQHHHFQSC,长江启航混合发起式C,混合型-偏股,CHANGJIANGQIHANGHUNHEFAQISHIC
015561,CCSDLHHC,长城双动力混合C,混合型-偏股,CHANGCHENGSHUANGDONGLIHUNHEC
015562,CCYLBJHHC,长城医疗保健混合C,混合型-偏股,CHANGCHENGYILIAOBAOJIANHUNHEC
015564,DCHYHBYNCYHHA,大成弘远回报一年持有混合A,混合型-偏股,DACHENGHONGYUANHUIBAOYINIANCHIYOUHUNHEA
015565,DCHYHBYNCYHHC,大成弘远回报一年持有混合C,混合型-偏股,DACHENGHONGYUANHUIBAOYINIANCHIYOUHUNHEC
015566,WJJXHHC,万家精选混合C,混合型-偏股,WANJIAJINGXUANHUNHEC
015570,CJHXYYYX3GYCYHHA,创金合信医药优选3个月持有混合A,混合型-偏股,CHUANGJINHEXINYIYAOYOUXUAN3GEYUECHIYOUHUNHEA
